id,phone_number,receiver,starttimestamp,endtimestamp,call_length,direction
18058,722-807-0193,476-597-9827,3/7/2017 8:47,3/7/2017 9:20,0:32:31,incoming
18059,476-597-9827,983-830-0116,6/5/2017 7:12,6/5/2017 7:22,0:09:30,outgoing
18060,613-892-5501,773-543-1150,4/13/2019 22:47,4/13/2019 22:57,0:10:15,outgoing
18061,786-101-3860,773-543-1150,8/17/2018 16:32,8/17/2018 16:32,0:00:00,missed call
18062,476-597-9827,786-101-3860,5/20/2018 15:38,5/20/2018 16:32,0:54:51,outgoing
18063,773-543-1150,613-892-5501,6/10/2017 20:39,6/10/2017 20:39,0:00:00,missed call
18064,718-223-8168,983-830-0116,8/9/2017 20:06,8/9/2017 20:06,0:00:00,missed call
18065,976-333-9915,983-830-0116,4/15/2019 14:43,4/15/2019 15:29,0:45:53,outgoing
18066,476-597-9827,718-223-8168,12/30/2017 15:04,12/30/2017 15:07,0:02:42,outgoing
18067,718-223-8168,375-788-8427,8/15/2017 6:57,8/15/2017 6:57,0:00:00,missed call
18068,722-807-0193,976-333-9915,10/24/2017 19:53,10/24/2017 19:53,0:00:00,missed call
18069,375-788-8427,976-333-9915,7/3/2017 12:46,7/3/2017 13:19,0:33:11,outgoing
18070,476-597-9827,470-406-3126,5/1/2017 17:16,5/1/2017 17:51,0:34:50,outgoing
18071,470-406-3126,476-597-9827,6/24/2017 20:57,6/24/2017 21:06,0:09:20,incoming
18072,786-101-3860,375-788-8427,12/4/2018 23:24,12/4/2018 23:34,0:09:50,outgoing
18073,718-223-8168,773-543-1150,1/12/2018 1:49,1/12/2018 2:05,0:16:15,incoming
18074,722-807-0193,786-101-3860,4/4/2019 14:35,4/4/2019 15:12,0:36:54,incoming
18075,983-830-0116,613-892-5501,6/8/2018 16:41,6/8/2018 17:26,0:45:27,incoming
18076,773-543-1150,976-333-9915,2/20/2019 6:20,2/20/2019 6:28,0:08:06,outgoing
18077,375-788-8427,786-101-3860,2/2/2019 23:14,2/2/2019 23:14,0:00:00,missed call
18078,375-788-8427,983-830-0116,3/5/2019 7:32,3/5/2019 8:14,0:42:27,outgoing
18079,470-406-3126,976-333-9915,8/29/2018 2:56,8/29/2018 3:14,0:17:57,incoming
18080,470-406-3126,613-892-5501,11/5/2018 23:14,11/5/2018 23:14,0:00:00,missed call
18081,470-406-3126,983-830-0116,5/6/2019 19:45,5/6/2019 19:54,0:08:31,incoming
18082,722-807-0193,476-597-9827,12/27/2017 17:25,12/27/2017 17:25,0:00:00,missed call
18083,613-892-5501,983-830-0116,3/28/2017 6:23,3/28/2017 6:23,0:00:00,missed call
18084,613-892-5501,773-543-1150,1/25/2018 12:59,1/25/2018 13:52,0:53:40,incoming
18085,375-788-8427,470-406-3126,2/19/2017 2:21,2/19/2017 2:21,0:00:00,missed call
18086,722-807-0193,786-101-3860,2/7/2019 17:27,2/7/2019 17:55,0:27:56,incoming
18087,722-807-0193,786-101-3860,1/9/2018 23:38,1/10/2018 0:08,0:30:28,outgoing
18088,983-830-0116,375-788-8427,2/5/2018 21:50,2/5/2018 21:56,0:06:30,incoming
18089,976-333-9915,983-830-0116,11/27/2017 3:51,11/27/2017 4:50,0:58:55,outgoing
18090,976-333-9915,983-830-0116,6/28/2017 18:11,6/28/2017 18:14,0:02:52,outgoing
18091,470-406-3126,722-807-0193,9/12/2018 11:24,9/12/2018 11:24,0:00:00,missed call
18092,773-543-1150,722-807-0193,3/7/2018 7:58,3/7/2018 8:11,0:12:54,outgoing
18093,983-830-0116,375-788-8427,6/15/2017 1:29,6/15/2017 2:11,0:41:49,incoming
18094,375-788-8427,786-101-3860,7/31/2018 21:48,7/31/2018 21:48,0:00:00,missed call
18095,375-788-8427,976-333-9915,10/27/2017 17:07,10/27/2017 17:26,0:19:23,outgoing
18096,476-597-9827,786-101-3860,7/3/2018 13:15,7/3/2018 13:46,0:30:35,incoming
18097,786-101-3860,976-333-9915,2/28/2019 23:18,2/28/2019 23:18,0:00:00,missed call
18098,375-788-8427,773-543-1150,12/7/2018 5:51,12/7/2018 5:58,0:06:57,incoming
18099,375-788-8427,613-892-5501,7/24/2017 15:04,7/24/2017 15:07,0:03:57,outgoing
18100,976-333-9915,773-543-1150,1/13/2018 10:08,1/13/2018 10:41,0:32:32,outgoing
18101,976-333-9915,786-101-3860,4/17/2019 10:31,4/17/2019 10:31,0:00:00,missed call
18102,375-788-8427,786-101-3860,2/21/2019 12:10,2/21/2019 12:34,0:23:35,outgoing
18103,722-807-0193,976-333-9915,2/27/2017 11:44,2/27/2017 12:33,0:49:00,outgoing
18104,718-223-8168,613-892-5501,4/21/2018 16:44,4/21/2018 16:54,0:09:39,incoming
18105,375-788-8427,773-543-1150,12/25/2018 5:51,12/25/2018 6:37,0:46:11,outgoing
18106,476-597-9827,613-892-5501,9/8/2017 7:17,9/8/2017 7:17,0:00:00,missed call
18107,470-406-3126,773-543-1150,3/5/2017 7:27,3/5/2017 7:27,0:00:00,missed call
18108,613-892-5501,976-333-9915,3/6/2019 13:47,3/6/2019 14:13,0:26:08,outgoing
18109,470-406-3126,976-333-9915,1/13/2017 4:51,1/13/2017 5:45,0:54:15,outgoing
18110,375-788-8427,470-406-3126,4/6/2019 1:57,4/6/2019 1:57,0:00:00,missed call
18111,773-543-1150,476-597-9827,9/22/2018 0:01,9/22/2018 0:01,0:00:00,missed call
18112,375-788-8427,722-807-0193,12/19/2018 2:13,12/19/2018 2:33,0:19:16,incoming
18113,476-597-9827,718-223-8168,10/2/2018 19:10,10/2/2018 19:24,0:13:38,outgoing
18114,773-543-1150,375-788-8427,3/27/2019 6:05,3/27/2019 6:07,0:02:46,outgoing
18115,976-333-9915,773-543-1150,12/9/2017 16:07,12/9/2017 16:51,0:43:25,outgoing
18116,613-892-5501,470-406-3126,1/26/2017 16:03,1/26/2017 16:20,0:16:40,outgoing
18117,375-788-8427,786-101-3860,11/12/2018 2:49,11/12/2018 3:03,0:14:13,outgoing
18118,476-597-9827,375-788-8427,11/14/2018 5:31,11/14/2018 6:19,0:47:24,outgoing
18119,976-333-9915,983-830-0116,10/13/2018 3:46,10/13/2018 4:11,0:25:15,incoming
18120,722-807-0193,476-597-9827,3/11/2017 16:41,3/11/2017 16:58,0:17:07,incoming
18121,722-807-0193,976-333-9915,3/25/2019 16:23,3/25/2019 16:51,0:27:41,outgoing
18122,375-788-8427,722-807-0193,6/10/2018 7:33,6/10/2018 7:33,0:00:00,missed call
18123,476-597-9827,718-223-8168,4/30/2019 5:49,4/30/2019 6:16,0:26:21,outgoing
18124,786-101-3860,718-223-8168,3/11/2019 19:27,3/11/2019 19:27,0:00:00,missed call
18125,722-807-0193,976-333-9915,8/9/2017 9:53,8/9/2017 10:23,0:30:03,incoming
18126,375-788-8427,722-807-0193,11/29/2017 18:04,11/29/2017 18:41,0:36:53,incoming
18127,786-101-3860,470-406-3126,7/15/2017 3:38,7/15/2017 3:49,0:10:49,incoming
18128,613-892-5501,786-101-3860,8/16/2017 7:02,8/16/2017 7:02,0:00:00,missed call
18129,613-892-5501,773-543-1150,4/20/2019 23:30,4/20/2019 23:30,0:00:00,missed call
18130,375-788-8427,718-223-8168,6/8/2017 20:32,6/8/2017 20:46,0:13:53,outgoing
18131,375-788-8427,613-892-5501,11/7/2018 21:41,11/7/2018 22:38,0:56:18,outgoing
18132,476-597-9827,722-807-0193,3/26/2017 4:26,3/26/2017 5:13,0:47:00,incoming
18133,722-807-0193,476-597-9827,2/8/2018 3:03,2/8/2018 3:28,0:25:30,outgoing
18134,773-543-1150,470-406-3126,6/27/2018 0:11,6/27/2018 1:07,0:55:26,incoming
18135,773-543-1150,983-830-0116,3/16/2017 9:17,3/16/2017 9:31,0:14:03,incoming
18136,983-830-0116,722-807-0193,12/2/2017 21:21,12/2/2017 21:21,0:00:00,missed call
18137,773-543-1150,476-597-9827,7/16/2017 4:20,7/16/2017 4:58,0:37:44,incoming
18138,470-406-3126,613-892-5501,3/31/2018 2:23,3/31/2018 2:23,0:00:00,missed call
18139,476-597-9827,722-807-0193,11/8/2017 14:50,11/8/2017 15:20,0:30:05,outgoing
18140,773-543-1150,718-223-8168,3/14/2019 22:16,3/14/2019 22:27,0:10:37,incoming
18141,476-597-9827,786-101-3860,10/7/2017 18:47,10/7/2017 19:22,0:35:26,outgoing
18142,470-406-3126,613-892-5501,12/23/2017 12:53,12/23/2017 13:49,0:55:24,outgoing
18143,976-333-9915,375-788-8427,10/10/2018 1:37,10/10/2018 1:37,0:00:00,missed call
18144,718-223-8168,470-406-3126,2/9/2019 10:11,2/9/2019 10:57,0:45:20,outgoing
18145,773-543-1150,476-597-9827,2/8/2019 22:19,2/8/2019 23:01,0:41:49,outgoing
18146,983-830-0116,786-101-3860,2/2/2019 23:57,2/3/2019 0:06,0:09:07,outgoing
18147,786-101-3860,476-597-9827,9/21/2017 12:20,9/21/2017 13:02,0:41:35,incoming
18148,722-807-0193,375-788-8427,2/20/2018 7:09,2/20/2018 7:20,0:11:13,outgoing
18149,470-406-3126,476-597-9827,12/22/2017 2:44,12/22/2017 2:44,0:00:00,missed call
18150,786-101-3860,470-406-3126,4/9/2019 13:05,4/9/2019 13:55,0:50:22,outgoing
18151,786-101-3860,470-406-3126,10/30/2017 5:31,10/30/2017 5:46,0:15:13,incoming
18152,976-333-9915,773-543-1150,4/3/2019 2:55,4/3/2019 2:55,0:00:00,missed call
18153,375-788-8427,476-597-9827,11/21/2017 8:17,11/21/2017 8:41,0:24:00,incoming
18154,786-101-3860,773-543-1150,3/31/2017 15:27,3/31/2017 15:27,0:00:00,missed call
18155,718-223-8168,786-101-3860,5/1/2019 21:09,5/1/2019 21:38,0:29:13,outgoing
18156,722-807-0193,976-333-9915,11/2/2017 14:09,11/2/2017 14:25,0:16:22,outgoing
18157,983-830-0116,718-223-8168,4/2/2017 17:20,4/2/2017 17:23,0:03:56,incoming
18158,976-333-9915,476-597-9827,2/4/2019 11:51,2/4/2019 12:22,0:31:27,outgoing
18159,613-892-5501,470-406-3126,10/9/2017 1:09,10/9/2017 1:21,0:12:42,incoming
18160,613-892-5501,718-223-8168,1/6/2019 5:04,1/6/2019 5:44,0:39:27,incoming
18161,718-223-8168,983-830-0116,10/30/2018 15:51,10/30/2018 16:50,0:59:00,incoming
18162,983-830-0116,613-892-5501,2/10/2017 17:50,2/10/2017 18:34,0:44:23,incoming
18163,773-543-1150,375-788-8427,9/27/2017 22:53,9/27/2017 23:20,0:26:57,outgoing
18164,375-788-8427,613-892-5501,5/9/2018 3:00,5/9/2018 3:34,0:34:06,outgoing
18165,613-892-5501,722-807-0193,5/8/2019 14:13,5/8/2019 14:34,0:20:41,incoming
18166,470-406-3126,718-223-8168,5/8/2018 23:41,5/8/2018 23:41,0:00:00,missed call
18167,470-406-3126,718-223-8168,4/28/2017 14:48,4/28/2017 15:31,0:43:06,outgoing
18168,476-597-9827,375-788-8427,11/9/2017 21:14,11/9/2017 21:14,0:00:00,missed call
18169,976-333-9915,773-543-1150,1/28/2017 9:36,1/28/2017 10:23,0:47:23,outgoing
18170,613-892-5501,722-807-0193,2/25/2017 21:14,2/25/2017 21:15,0:01:04,incoming
18171,476-597-9827,722-807-0193,1/19/2018 5:03,1/19/2018 5:15,0:11:36,outgoing
18172,476-597-9827,983-830-0116,11/28/2018 10:56,11/28/2018 11:43,0:46:07,incoming
18173,773-543-1150,476-597-9827,6/16/2017 13:35,6/16/2017 13:35,0:00:00,missed call
18174,786-101-3860,613-892-5501,5/24/2019 23:55,5/25/2019 0:31,0:35:27,incoming
18175,476-597-9827,786-101-3860,2/13/2019 23:30,2/14/2019 0:14,0:44:19,outgoing
18176,476-597-9827,983-830-0116,10/7/2017 1:07,10/7/2017 1:33,0:25:54,incoming
18177,718-223-8168,476-597-9827,10/11/2017 20:49,10/11/2017 21:41,0:52:17,incoming
18178,613-892-5501,786-101-3860,12/20/2017 11:09,12/20/2017 11:13,0:03:45,incoming
18179,470-406-3126,718-223-8168,5/2/2018 3:40,5/2/2018 4:27,0:46:49,incoming
18180,786-101-3860,773-543-1150,5/3/2019 7:52,5/3/2019 7:52,0:00:00,missed call
18181,375-788-8427,613-892-5501,1/17/2019 0:04,1/17/2019 0:44,0:40:20,incoming
18182,976-333-9915,476-597-9827,1/29/2019 17:14,1/29/2019 17:14,0:00:00,missed call
18183,773-543-1150,470-406-3126,12/28/2018 7:53,12/28/2018 8:18,0:24:57,incoming
18184,613-892-5501,983-830-0116,5/18/2018 14:42,5/18/2018 15:02,0:20:27,incoming
18185,773-543-1150,375-788-8427,6/18/2018 15:31,6/18/2018 15:31,0:00:00,missed call
18186,718-223-8168,375-788-8427,2/28/2017 8:54,2/28/2017 9:23,0:28:39,incoming
18187,613-892-5501,470-406-3126,4/29/2017 22:05,4/29/2017 22:05,0:00:00,missed call
18188,470-406-3126,983-830-0116,3/31/2017 14:38,3/31/2017 14:38,0:00:00,missed call
18189,786-101-3860,983-830-0116,5/21/2018 20:27,5/21/2018 21:24,0:56:45,outgoing
18190,722-807-0193,773-543-1150,9/15/2018 14:04,9/15/2018 15:00,0:55:02,outgoing
18191,613-892-5501,722-807-0193,9/8/2017 12:07,9/8/2017 12:07,0:00:00,missed call
18192,983-830-0116,375-788-8427,12/25/2018 18:57,12/25/2018 19:01,0:04:03,outgoing
18193,613-892-5501,375-788-8427,11/26/2018 21:42,11/26/2018 21:55,0:13:30,incoming
18194,786-101-3860,470-406-3126,4/22/2018 12:12,4/22/2018 12:49,0:36:28,incoming
18195,786-101-3860,476-597-9827,12/3/2018 21:28,12/3/2018 21:59,0:31:12,outgoing
18196,722-807-0193,375-788-8427,8/9/2017 22:22,8/9/2017 22:49,0:27:19,outgoing
18197,476-597-9827,470-406-3126,7/15/2018 13:58,7/15/2018 14:44,0:45:52,incoming
18198,722-807-0193,976-333-9915,11/18/2018 1:37,11/18/2018 1:52,0:15:45,outgoing
18199,773-543-1150,718-223-8168,2/6/2019 5:36,2/6/2019 6:26,0:49:16,outgoing
18200,976-333-9915,773-543-1150,11/23/2018 17:10,11/23/2018 17:10,0:00:00,missed call
18201,375-788-8427,976-333-9915,7/19/2018 16:53,7/19/2018 16:53,0:00:00,missed call
18202,976-333-9915,983-830-0116,9/29/2017 15:59,9/29/2017 16:12,0:12:29,outgoing
18203,773-543-1150,470-406-3126,1/6/2019 13:14,1/6/2019 13:14,0:00:00,missed call
18204,773-543-1150,613-892-5501,3/18/2018 19:53,3/18/2018 20:21,0:28:01,outgoing
18205,476-597-9827,470-406-3126,3/6/2018 10:51,3/6/2018 10:51,0:00:00,missed call
18206,613-892-5501,786-101-3860,7/16/2018 9:03,7/16/2018 9:10,0:06:54,incoming
18207,613-892-5501,976-333-9915,3/1/2019 19:09,3/1/2019 19:57,0:47:34,incoming
18208,718-223-8168,470-406-3126,7/1/2017 5:53,7/1/2017 5:53,0:00:00,missed call
18209,786-101-3860,375-788-8427,1/24/2019 0:29,1/24/2019 0:29,0:00:00,missed call
18210,718-223-8168,983-830-0116,1/1/2018 14:45,1/1/2018 15:28,0:43:02,incoming
18211,983-830-0116,773-543-1150,1/17/2019 7:49,1/17/2019 8:36,0:47:11,incoming
18212,722-807-0193,375-788-8427,10/28/2018 3:10,10/28/2018 3:49,0:39:05,incoming
18213,375-788-8427,718-223-8168,2/22/2017 9:32,2/22/2017 9:41,0:08:46,outgoing
18214,476-597-9827,718-223-8168,5/12/2018 16:32,5/12/2018 16:32,0:00:00,missed call
18215,983-830-0116,773-543-1150,4/8/2018 1:13,4/8/2018 1:13,0:00:00,missed call
18216,976-333-9915,470-406-3126,10/16/2017 0:44,10/16/2017 1:08,0:23:42,incoming
18217,470-406-3126,722-807-0193,5/5/2018 3:45,5/5/2018 3:45,0:00:00,missed call
18218,718-223-8168,976-333-9915,5/20/2017 12:16,5/20/2017 12:16,0:00:00,missed call
18219,476-597-9827,375-788-8427,6/15/2017 15:56,6/15/2017 15:58,0:02:10,incoming
18220,976-333-9915,983-830-0116,2/24/2018 3:49,2/24/2018 3:55,0:06:12,incoming
18221,613-892-5501,722-807-0193,5/27/2018 9:07,5/27/2018 9:07,0:00:00,missed call
18222,773-543-1150,983-830-0116,7/22/2018 22:23,7/22/2018 23:12,0:49:15,outgoing
18223,476-597-9827,786-101-3860,10/15/2018 8:07,10/15/2018 9:04,0:57:11,outgoing
18224,722-807-0193,613-892-5501,10/3/2018 15:48,10/3/2018 15:48,0:00:00,missed call
18225,718-223-8168,470-406-3126,11/28/2018 18:13,11/28/2018 19:05,0:51:52,outgoing
18226,773-543-1150,613-892-5501,3/26/2019 7:22,3/26/2019 7:22,0:00:00,missed call
18227,375-788-8427,470-406-3126,2/28/2018 5:18,2/28/2018 5:31,0:12:57,outgoing
18228,476-597-9827,976-333-9915,12/8/2018 15:35,12/8/2018 15:35,0:00:00,missed call
18229,976-333-9915,613-892-5501,4/19/2017 18:50,4/19/2017 19:03,0:12:23,outgoing
18230,470-406-3126,976-333-9915,1/4/2018 11:48,1/4/2018 12:40,0:51:33,outgoing
18231,470-406-3126,476-597-9827,1/4/2017 7:17,1/4/2017 7:17,0:00:00,missed call
18232,722-807-0193,718-223-8168,4/8/2018 4:03,4/8/2018 4:28,0:24:54,outgoing
18233,983-830-0116,613-892-5501,12/16/2018 17:09,12/16/2018 17:37,0:28:08,outgoing
18234,976-333-9915,476-597-9827,10/23/2018 16:28,10/23/2018 16:28,0:00:00,missed call
18235,718-223-8168,786-101-3860,6/14/2017 8:04,6/14/2017 8:04,0:00:00,missed call
18236,786-101-3860,983-830-0116,4/21/2017 21:01,4/21/2017 21:17,0:15:35,incoming
18237,375-788-8427,976-333-9915,1/4/2017 21:42,1/4/2017 21:42,0:00:00,missed call
18238,470-406-3126,722-807-0193,6/15/2018 7:30,6/15/2018 7:30,0:00:00,missed call
18239,375-788-8427,470-406-3126,1/5/2017 15:34,1/5/2017 16:04,0:30:22,outgoing
18240,976-333-9915,476-597-9827,5/17/2017 20:29,5/17/2017 20:34,0:05:07,incoming
18241,375-788-8427,613-892-5501,6/25/2018 6:39,6/25/2018 6:39,0:00:00,missed call
18242,983-830-0116,470-406-3126,1/18/2017 22:24,1/18/2017 22:40,0:16:31,outgoing
18243,773-543-1150,718-223-8168,5/20/2018 19:58,5/20/2018 19:58,0:00:00,missed call
18244,613-892-5501,786-101-3860,11/6/2018 19:01,11/6/2018 20:00,0:59:12,incoming
18245,773-543-1150,613-892-5501,1/26/2017 6:10,1/26/2017 6:12,0:02:12,incoming
18246,976-333-9915,718-223-8168,3/9/2019 4:53,3/9/2019 4:53,0:00:00,missed call
18247,476-597-9827,976-333-9915,8/25/2018 7:55,8/25/2018 7:55,0:00:00,missed call
18248,976-333-9915,613-892-5501,1/2/2019 20:22,1/2/2019 20:22,0:00:00,missed call
18249,470-406-3126,983-830-0116,3/22/2019 14:16,3/22/2019 15:10,0:53:36,incoming
18250,470-406-3126,983-830-0116,11/18/2018 12:33,11/18/2018 12:33,0:00:00,missed call
18251,722-807-0193,983-830-0116,2/23/2019 22:17,2/23/2019 22:48,0:30:49,outgoing
18252,613-892-5501,976-333-9915,5/19/2017 6:06,5/19/2017 6:06,0:00:00,missed call
18253,722-807-0193,773-543-1150,12/26/2018 22:57,12/26/2018 23:18,0:21:28,incoming
18254,476-597-9827,722-807-0193,10/6/2017 16:36,10/6/2017 16:36,0:00:00,missed call
18255,773-543-1150,718-223-8168,1/10/2018 13:39,1/10/2018 13:39,0:00:00,missed call
18256,773-543-1150,976-333-9915,6/29/2018 9:56,6/29/2018 9:56,0:00:00,missed call
18257,773-543-1150,976-333-9915,9/6/2017 13:15,9/6/2017 13:26,0:11:08,incoming
18258,773-543-1150,722-807-0193,8/9/2018 17:26,8/9/2018 17:48,0:21:26,outgoing
18259,983-830-0116,976-333-9915,10/9/2018 15:34,10/9/2018 15:48,0:13:42,incoming
18260,976-333-9915,470-406-3126,12/13/2018 3:43,12/13/2018 3:43,0:00:00,missed call
18261,786-101-3860,718-223-8168,2/13/2017 21:53,2/13/2017 22:24,0:30:52,incoming
18262,476-597-9827,470-406-3126,10/20/2017 8:05,10/20/2017 8:39,0:34:00,incoming
18263,718-223-8168,613-892-5501,11/28/2018 15:51,11/28/2018 15:51,0:00:00,missed call
18264,476-597-9827,786-101-3860,9/7/2018 6:07,9/7/2018 6:57,0:49:10,outgoing
18265,722-807-0193,375-788-8427,7/23/2017 17:31,7/23/2017 17:57,0:26:35,outgoing
18266,722-807-0193,470-406-3126,3/7/2018 14:18,3/7/2018 15:07,0:48:54,incoming
18267,470-406-3126,476-597-9827,3/27/2018 3:18,3/27/2018 3:18,0:00:00,missed call
18268,983-830-0116,773-543-1150,4/3/2017 14:08,4/3/2017 14:45,0:37:06,outgoing
18269,976-333-9915,718-223-8168,3/28/2019 15:31,3/28/2019 15:59,0:28:07,incoming
18270,773-543-1150,718-223-8168,4/22/2019 14:45,4/22/2019 15:21,0:36:18,incoming
18271,983-830-0116,375-788-8427,3/4/2017 23:12,3/4/2017 23:44,0:32:06,outgoing
18272,786-101-3860,773-543-1150,3/20/2017 10:56,3/20/2017 11:23,0:27:19,incoming
18273,976-333-9915,773-543-1150,1/26/2018 6:59,1/26/2018 6:59,0:00:00,missed call
18274,773-543-1150,613-892-5501,5/15/2017 18:56,5/15/2017 18:56,0:00:00,missed call
18275,722-807-0193,718-223-8168,3/17/2018 6:30,3/17/2018 6:30,0:00:00,missed call
18276,476-597-9827,722-807-0193,8/3/2017 4:44,8/3/2017 5:15,0:31:19,outgoing
18277,718-223-8168,613-892-5501,10/7/2017 13:04,10/7/2017 13:57,0:52:39,incoming
18278,718-223-8168,470-406-3126,11/2/2018 18:47,11/2/2018 18:47,0:00:00,missed call
18279,613-892-5501,976-333-9915,8/30/2017 20:08,8/30/2017 20:08,0:00:00,missed call
18280,722-807-0193,476-597-9827,3/15/2018 4:34,3/15/2018 4:47,0:13:49,outgoing
18281,476-597-9827,773-543-1150,3/6/2017 22:32,3/6/2017 23:24,0:52:03,outgoing
18282,983-830-0116,470-406-3126,7/20/2018 15:22,7/20/2018 15:24,0:02:22,incoming
18283,983-830-0116,718-223-8168,7/14/2017 22:59,7/14/2017 23:53,0:53:36,incoming
18284,976-333-9915,786-101-3860,1/13/2017 5:32,1/13/2017 5:32,0:00:00,missed call
18285,375-788-8427,976-333-9915,3/22/2017 17:04,3/22/2017 18:03,0:58:52,outgoing
18286,786-101-3860,983-830-0116,1/4/2017 0:11,1/4/2017 0:45,0:33:58,outgoing
18287,786-101-3860,470-406-3126,1/15/2017 11:44,1/15/2017 11:57,0:13:30,outgoing
18288,976-333-9915,613-892-5501,10/13/2017 2:38,10/13/2017 2:38,0:00:00,missed call
18289,983-830-0116,722-807-0193,11/27/2018 16:11,11/27/2018 16:11,0:00:00,missed call
18290,375-788-8427,722-807-0193,8/19/2017 15:43,8/19/2017 15:43,0:00:00,missed call
18291,476-597-9827,613-892-5501,4/17/2017 10:50,4/17/2017 11:11,0:21:22,incoming
18292,773-543-1150,476-597-9827,4/18/2018 10:07,4/18/2018 10:49,0:41:21,incoming
18293,773-543-1150,983-830-0116,1/3/2018 2:20,1/3/2018 2:20,0:00:00,missed call
18294,722-807-0193,786-101-3860,2/16/2017 9:38,2/16/2017 9:38,0:00:00,missed call
18295,718-223-8168,976-333-9915,3/23/2017 15:34,3/23/2017 15:34,0:00:00,missed call
18296,613-892-5501,476-597-9827,12/9/2017 15:27,12/9/2017 16:06,0:39:51,incoming
18297,773-543-1150,976-333-9915,3/6/2019 15:44,3/6/2019 15:44,0:00:00,missed call
18298,976-333-9915,375-788-8427,8/1/2018 17:40,8/1/2018 18:08,0:28:02,outgoing
18299,375-788-8427,722-807-0193,11/3/2018 3:12,11/3/2018 3:57,0:45:25,outgoing
18300,476-597-9827,470-406-3126,3/4/2018 19:15,3/4/2018 20:02,0:46:34,incoming
18301,470-406-3126,375-788-8427,8/30/2017 3:56,8/30/2017 4:08,0:11:52,outgoing
18302,476-597-9827,976-333-9915,9/16/2018 17:17,9/16/2018 17:17,0:00:00,missed call
18303,983-830-0116,718-223-8168,7/22/2017 16:16,7/22/2017 16:16,0:00:00,missed call
18304,375-788-8427,613-892-5501,7/21/2017 12:14,7/21/2017 12:25,0:11:17,incoming
18305,470-406-3126,613-892-5501,11/18/2018 15:53,11/18/2018 15:53,0:00:00,missed call
18306,613-892-5501,786-101-3860,9/7/2017 16:55,9/7/2017 17:01,0:06:20,incoming
18307,613-892-5501,375-788-8427,4/15/2019 8:31,4/15/2019 8:53,0:21:39,incoming
18308,718-223-8168,470-406-3126,4/27/2018 3:19,4/27/2018 3:59,0:40:19,outgoing
18309,983-830-0116,976-333-9915,1/16/2017 0:46,1/16/2017 0:46,0:00:13,incoming
18310,613-892-5501,470-406-3126,11/30/2018 1:02,11/30/2018 1:02,0:00:00,missed call
18311,613-892-5501,470-406-3126,7/4/2017 12:33,7/4/2017 12:54,0:21:10,outgoing
18312,976-333-9915,773-543-1150,11/4/2017 11:59,11/4/2017 12:09,0:10:10,outgoing
18313,786-101-3860,773-543-1150,3/15/2019 12:45,3/15/2019 12:49,0:04:28,incoming
18314,786-101-3860,976-333-9915,11/10/2017 11:14,11/10/2017 11:14,0:00:00,missed call
18315,476-597-9827,983-830-0116,10/22/2018 15:37,10/22/2018 15:40,0:03:00,outgoing
18316,786-101-3860,773-543-1150,4/2/2018 21:27,4/2/2018 21:51,0:24:30,outgoing
18317,786-101-3860,470-406-3126,4/5/2017 0:00,4/5/2017 0:17,0:17:36,outgoing
18318,773-543-1150,786-101-3860,3/19/2019 1:15,3/19/2019 2:15,0:59:59,outgoing
18319,375-788-8427,976-333-9915,9/17/2018 4:37,9/17/2018 5:20,0:42:54,incoming
18320,470-406-3126,786-101-3860,9/15/2017 20:17,9/15/2017 20:32,0:14:47,outgoing
18321,976-333-9915,470-406-3126,7/17/2017 15:09,7/17/2017 15:10,0:01:15,outgoing
18322,976-333-9915,375-788-8427,10/27/2018 10:50,10/27/2018 11:36,0:46:06,incoming
18323,976-333-9915,718-223-8168,1/15/2018 6:46,1/15/2018 6:46,0:00:00,missed call
18324,476-597-9827,718-223-8168,8/17/2018 5:11,8/17/2018 5:53,0:42:12,incoming
18325,976-333-9915,476-597-9827,12/16/2018 20:01,12/16/2018 20:32,0:31:21,outgoing
18326,375-788-8427,470-406-3126,11/16/2018 3:56,11/16/2018 3:56,0:00:00,missed call
18327,375-788-8427,983-830-0116,1/3/2019 11:33,1/3/2019 11:33,0:00:00,missed call
18328,722-807-0193,718-223-8168,4/22/2019 23:09,4/22/2019 23:16,0:06:40,incoming
18329,718-223-8168,722-807-0193,8/29/2017 0:18,8/29/2017 1:03,0:44:49,incoming
18330,476-597-9827,983-830-0116,4/10/2017 21:41,4/10/2017 21:46,0:04:59,incoming
18331,976-333-9915,773-543-1150,10/9/2017 16:12,10/9/2017 16:35,0:22:48,outgoing
18332,722-807-0193,613-892-5501,6/26/2017 0:15,6/26/2017 1:12,0:56:19,outgoing
18333,773-543-1150,613-892-5501,1/30/2019 13:47,1/30/2019 13:47,0:00:00,missed call
18334,773-543-1150,722-807-0193,8/27/2018 9:27,8/27/2018 9:39,0:11:59,incoming
18335,976-333-9915,613-892-5501,7/17/2018 16:20,7/17/2018 16:38,0:17:35,outgoing
18336,773-543-1150,983-830-0116,7/2/2018 4:22,7/2/2018 4:22,0:00:00,missed call
18337,470-406-3126,983-830-0116,8/24/2018 14:47,8/24/2018 14:47,0:00:00,missed call
18338,375-788-8427,470-406-3126,5/21/2017 7:32,5/21/2017 7:32,0:00:00,missed call
18339,476-597-9827,613-892-5501,2/26/2019 2:06,2/26/2019 2:30,0:24:05,incoming
18340,786-101-3860,983-830-0116,2/5/2017 5:15,2/5/2017 6:10,0:54:55,incoming
